date,open,high,low,close,volume
2025-04-01 09:15:00,16136.6,16199.05,16133.65,16197.3,0
2025-04-01 09:30:00,16197.95,16268.95,16195.45,16256.1,0
2025-04-01 09:45:00,16256.1,16264.35,16212.3,16226.25,0
2025-04-01 10:00:00,16226.3,16234.8,16192.2,16201.6,0
2025-04-01 10:15:00,16201.9,16225.05,16116.35,16124.4,0
2025-04-01 10:30:00,16122.5,16132.25,16096.55,16122.75,0
2025-04-01 10:45:00,16122.75,16128.45,16084.7,16085.75,0
2025-04-01 11:00:00,16085.95,16090.7,16067.2,16074.45,0
2025-04-01 11:15:00,16074.1,16091.4,16054.55,16064.2,0
2025-04-01 11:30:00,16064.2,16064.2,16025.6,16035.75,0
2025-04-01 11:45:00,16035.75,16041.8,16027.9,16040.45,0
2025-04-01 12:00:00,16040.25,16050.5,16028.75,16047.15,0
2025-04-01 12:15:00,16047.15,16067.65,16037.05,16052.65,0
2025-04-01 12:30:00,16052.05,16070.85,16052.0,16054.5,0
2025-04-01 12:45:00,16054.05,16057.2,16017.45,16020.8,0
2025-04-01 13:00:00,16020.65,16022.15,16006.75,16012.5,0
2025-04-01 13:15:00,16012.6,16013.1,15988.15,15994.8,0
2025-04-01 13:30:00,15994.8,16016.05,15985.95,16004.95,0
2025-04-01 13:45:00,16004.95,16016.45,15998.55,16003.15,0
2025-04-01 14:00:00,16003.15,16025.9,16000.4,16018.8,0
2025-04-01 14:15:00,16018.75,16019.55,16002.6,16010.1,0
2025-04-01 14:30:00,16009.7,16019.45,16005.4,16014.4,0
2025-04-01 14:45:00,16014.4,16026.5,16007.1,16012.15,0
2025-04-01 15:00:00,16012.15,16042.3,16012.15,16031.4,0
2025-04-01 15:15:00,16031.4,16033.3,16015.6,16023.45,0
2025-04-02 09:15:00,16045.55,16074.9,15946.1,16019.4,0
2025-04-02 09:30:00,16020.15,16062.9,16020.15,16022.9,0
2025-04-02 09:45:00,16022.9,16036.65,15981.8,16034.75,0
2025-04-02 10:00:00,16035.35,16041.8,16010.0,16020.2,0
2025-04-02 10:15:00,16020.2,16035.05,16007.7,16029.15,0
2025-04-02 10:30:00,16029.4,16057.9,16023.7,16052.8,0
2025-04-02 10:45:00,16052.8,16075.3,16052.3,16073.15,0
2025-04-02 11:00:00,16073.25,16087.05,16070.75,16074.15,0
2025-04-02 11:15:00,16074.15,16074.65,16056.6,16058.35,0
2025-04-02 11:30:00,16058.35,16081.9,16052.75,16059.6,0
2025-04-02 11:45:00,16060.05,16075.1,16055.5,16063.55,0
2025-04-02 12:00:00,16063.25,16076.35,16054.3,16069.9,0
2025-04-02 12:15:00,16069.95,16094.45,16066.4,16084.9,0
2025-04-02 12:30:00,16084.9,16095.05,16075.65,16086.5,0
2025-04-02 12:45:00,16086.6,16095.95,16064.2,16068.95,0
2025-04-02 13:00:00,16068.95,16096.25,16068.95,16091.7,0
2025-04-02 13:15:00,16091.45,16100.8,16091.45,16098.85,0
2025-04-02 13:30:00,16098.85,16102.05,16083.75,16085.35,0
2025-04-02 13:45:00,16084.8,16099.45,16074.7,16098.85,0
2025-04-02 14:00:00,16098.85,16119.7,16098.2,16112.65,0
2025-04-02 14:15:00,16112.4,16134.9,16111.35,16124.45,0
2025-04-02 14:30:00,16124.45,16142.4,16123.65,16138.55,0
2025-04-02 14:45:00,16138.65,16138.95,16118.95,16131.35,0
2025-04-02 15:00:00,16131.45,16159.1,16130.25,16148.35,0
2025-04-02 15:15:00,16149.0,16153.0,16140.0,16143.35,0
2025-04-03 09:15:00,16050.4,16143.6,16043.3,16114.35,0
2025-04-03 09:30:00,16114.4,16120.75,16076.85,16101.05,0
2025-04-03 09:45:00,16101.05,16101.6,16054.35,16073.45,0
2025-04-03 10:00:00,16073.85,16096.1,16069.95,16087.4,0
2025-04-03 10:15:00,16087.95,16111.55,16077.95,16106.15,0
2025-04-03 10:30:00,16106.15,16116.5,16099.15,16109.55,0
2025-04-03 10:45:00,16109.2,16116.5,16095.45,16115.6,0
2025-04-03 11:00:00,16115.6,16117.4,16092.25,16102.55,0
2025-04-03 11:15:00,16102.65,16102.65,16071.05,16093.2,0
2025-04-03 11:30:00,16093.2,16098.6,16085.45,16095.95,0
2025-04-03 11:45:00,16095.95,16098.5,16090.4,16095.4,0
2025-04-03 12:00:00,16095.2,16099.2,16091.9,16096.1,0
2025-04-03 12:15:00,16097.2,16097.6,16081.8,16085.55,0
2025-04-03 12:30:00,16085.55,16092.85,16075.7,16075.9,0
2025-04-03 12:45:00,16075.9,16095.2,16068.55,16088.4,0
2025-04-03 13:00:00,16088.4,16096.8,16087.25,16093.1,0
2025-04-03 13:15:00,16092.75,16110.9,16091.1,16109.9,0
2025-04-03 13:30:00,16109.75,16119.65,16108.05,16110.0,0
2025-04-03 13:45:00,16110.0,16111.35,16102.35,16103.55,0
2025-04-03 14:00:00,16103.55,16105.8,16097.25,16098.5,0
2025-04-03 14:15:00,16098.35,16107.4,16097.0,16105.5,0
2025-04-03 14:30:00,16105.8,16112.7,16100.45,16109.4,0
2025-04-03 14:45:00,16109.4,16111.95,16102.2,16108.25,0
2025-04-03 15:00:00,16108.25,16126.6,16104.55,16119.7,0
2025-04-03 15:15:00,16119.7,16120.15,16095.8,16101.6,0
2025-04-04 09:15:00,16052.05,16074.95,15926.05,15975.7,0
2025-04-04 09:30:00,15975.7,16028.85,15965.3,15967.55,0
2025-04-04 09:45:00,15967.55,15975.95,15897.3,15913.7,0
2025-04-04 10:00:00,15914.05,15925.45,15881.3,15881.3,0
2025-04-04 10:15:00,15881.4,15900.05,15854.65,15880.15,0
2025-04-04 10:30:00,15880.7,15922.35,15868.4,15916.35,0
2025-04-04 10:45:00,15916.25,15949.5,15913.0,15949.5,0
2025-04-04 11:00:00,15949.5,15965.3,15940.05,15941.35,0
2025-04-04 11:15:00,15940.25,15941.75,15906.15,15933.1,0
2025-04-04 11:30:00,15932.6,15946.95,15909.9,15921.2,0
2025-04-04 11:45:00,15921.2,15921.2,15896.2,15909.0,0
2025-04-04 12:00:00,15908.8,15909.2,15886.95,15902.5,0
2025-04-04 12:15:00,15902.55,15919.6,15894.0,15894.4,0
2025-04-04 12:30:00,15894.4,15899.6,15870.15,15875.25,0
2025-04-04 12:45:00,15875.4,15879.75,15861.8,15874.6,0
2025-04-04 13:00:00,15874.25,15885.75,15866.3,15867.75,0
2025-04-04 13:15:00,15868.15,15885.9,15867.2,15884.85,0
2025-04-04 13:30:00,15884.5,15885.65,15853.65,15868.2,0
2025-04-04 13:45:00,15868.2,15868.2,15845.7,15849.8,0
2025-04-04 14:00:00,15849.8,15867.85,15839.15,15864.6,0
2025-04-04 14:15:00,15864.4,15878.1,15861.8,15871.4,0
2025-04-04 14:30:00,15871.4,15874.85,15852.65,15856.65,0
2025-04-04 14:45:00,15856.65,15871.9,15853.2,15869.05,0
2025-04-04 15:00:00,15869.05,15908.0,15868.5,15902.3,0
2025-04-04 15:15:00,15902.2,15920.4,15895.6,15909.4,0
2025-04-07 09:15:00,15065.15,15480.3,15063.65,15471.15,0
2025-04-07 09:30:00,15469.9,15557.15,15395.8,15421.75,0
2025-04-07 09:45:00,15421.75,15461.75,15389.15,15405.1,0
2025-04-07 10:00:00,15405.05,15435.65,15368.9,15372.95,0
2025-04-07 10:15:00,15372.95,15442.45,15363.45,15441.75,0
2025-04-07 10:30:00,15441.35,15451.35,15406.8,15443.6,0
2025-04-07 10:45:00,15444.1,15490.7,15429.0,15447.0,0
2025-04-07 11:00:00,15447.2,15469.9,15441.25,15454.0,0
2025-04-07 11:15:00,15454.0,15471.35,15433.8,15471.35,0
2025-04-07 11:30:00,15471.35,15513.45,15461.75,15467.35,0
2025-04-07 11:45:00,15467.35,15475.1,15447.35,15459.25,0
2025-04-07 12:00:00,15459.25,15459.6,15412.75,15416.7,0
2025-04-07 12:15:00,15416.1,15420.0,15389.05,15389.05,0
2025-04-07 12:30:00,15389.05,15429.75,15359.65,15428.7,0
2025-04-07 12:45:00,15427.55,15455.2,15408.2,15409.65,0
2025-04-07 13:00:00,15409.65,15419.6,15397.25,15402.85,0
2025-04-07 13:15:00,15403.1,15445.3,15385.3,15433.4,0
2025-04-07 13:30:00,15433.4,15504.6,15429.05,15497.95,0
2025-04-07 13:45:00,15497.95,15534.7,15491.1,15501.35,0
2025-04-07 14:00:00,15501.35,15529.45,15489.95,15515.0,0
2025-04-07 14:15:00,15515.5,15534.25,15496.55,15521.05,0
2025-04-07 14:30:00,15520.85,15551.8,15505.7,15514.8,0
2025-04-07 14:45:00,15515.3,15549.0,15514.25,15534.15,0
2025-04-07 15:00:00,15534.15,15606.75,15529.95,15593.75,0
2025-04-07 15:15:00,15593.55,15640.75,15567.7,15631.15,0
2025-04-08 09:15:00,15732.2,15810.45,15732.15,15773.7,0
2025-04-08 09:30:00,15775.15,15777.9,15722.65,15741.05,0
2025-04-08 09:45:00,15741.05,15761.5,15704.95,15713.8,0
2025-04-08 10:00:00,15712.6,15739.25,15695.25,15720.05,0
2025-04-08 10:15:00,15720.25,15755.5,15719.0,15752.55,0
2025-04-08 10:30:00,15752.55,15764.35,15677.75,15682.0,0
2025-04-08 10:45:00,15682.25,15760.65,15677.1,15747.55,0
2025-04-08 11:00:00,15747.55,15826.9,15747.55,15791.25,0
2025-04-08 11:15:00,15791.25,15800.8,15737.05,15757.4,0
2025-04-08 11:30:00,15757.4,15802.3,15739.35,15778.7,0
2025-04-08 11:45:00,15779.25,15824.55,15777.95,15822.3,0
2025-04-08 12:00:00,15822.7,15880.25,15818.15,15880.25,0
2025-04-08 12:15:00,15881.35,15890.25,15856.45,15888.75,0
2025-04-08 12:30:00,15888.75,15925.45,15880.9,15903.75,0
2025-04-08 12:45:00,15903.75,15924.0,15888.45,15923.45,0
2025-04-08 13:00:00,15924.2,15931.9,15898.3,15930.35,0
2025-04-08 13:15:00,15930.35,15942.75,15911.35,15938.7,0
2025-04-08 13:30:00,15938.7,15943.15,15867.05,15898.9,0
2025-04-08 13:45:00,15897.35,15900.7,15825.3,15869.2,0
2025-04-08 14:00:00,15872.7,15906.25,15856.75,15903.0,0
2025-04-08 14:15:00,15902.75,15938.85,15902.6,15932.05,0
2025-04-08 14:30:00,15930.95,15933.5,15882.95,15888.3,0
2025-04-08 14:45:00,15888.05,15906.85,15873.65,15900.3,0
2025-04-08 15:00:00,15900.45,15900.45,15854.3,15858.2,0
2025-04-08 15:15:00,15858.2,15885.7,15853.9,15880.55,0
2025-04-09 09:15:00,15826.9,15864.2,15764.15,15815.3,0
2025-04-09 09:30:00,15815.3,15854.75,15799.45,15854.75,0
2025-04-09 09:45:00,15855.1,15857.8,15810.4,15810.4,0
2025-04-09 10:00:00,15812.05,15859.55,15798.2,15805.5,0
2025-04-09 10:15:00,15805.35,15839.45,15800.0,15829.25,0
2025-04-09 10:30:00,15829.25,15857.9,15821.35,15854.6,0
2025-04-09 10:45:00,15855.25,15892.45,15853.15,15890.35,0
2025-04-09 11:00:00,15890.2,15900.05,15869.1,15898.4,0
2025-04-09 11:15:00,15898.2,15934.5,15896.3,15933.95,0
2025-04-09 11:30:00,15933.95,15959.6,15933.1,15956.95,0
2025-04-09 11:45:00,15957.55,15958.6,15942.35,15945.2,0
2025-04-09 12:00:00,15945.2,15960.3,15940.65,15958.0,0
2025-04-09 12:15:00,15959.0,15971.3,15953.65,15966.4,0
2025-04-09 12:30:00,15966.4,15985.85,15963.0,15968.85,0
2025-04-09 12:45:00,15969.8,15975.2,15963.15,15971.15,0
2025-04-09 13:00:00,15971.15,15977.25,15962.6,15970.05,0
2025-04-09 13:15:00,15970.3,15973.75,15956.8,15968.5,0
2025-04-09 13:30:00,15968.5,15973.2,15954.65,15961.9,0
2025-04-09 13:45:00,15961.9,15962.2,15947.05,15956.45,0
2025-04-09 14:00:00,15956.45,15964.85,15951.0,15951.4,0
2025-04-09 14:15:00,15951.9,15960.5,15951.4,15955.05,0
2025-04-09 14:30:00,15954.8,15958.75,15946.3,15957.9,0
2025-04-09 14:45:00,15957.9,15959.65,15950.15,15951.3,0
2025-04-09 15:00:00,15951.3,15955.35,15941.2,15943.85,0
2025-04-09 15:15:00,15943.85,15947.4,15934.1,15945.0,0
2025-04-11 09:15:00,16141.25,16190.7,16131.5,16131.5,0
2025-04-11 09:30:00,16131.5,16177.15,16108.0,16149.45,0
2025-04-11 09:45:00,16149.45,16169.5,16135.85,16138.35,0
2025-04-11 10:00:00,16138.35,16166.2,16132.65,16152.2,0
2025-04-11 10:15:00,16152.5,16158.85,16121.6,16125.85,0
2025-04-11 10:30:00,16125.85,16163.95,16095.55,16131.9,0
2025-04-11 10:45:00,16131.9,16148.15,16114.35,16142.6,0
2025-04-11 11:00:00,16142.6,16164.55,16141.35,16158.45,0
2025-04-11 11:15:00,16158.45,16166.15,16147.95,16161.55,0
2025-04-11 11:30:00,16161.6,16195.6,16160.5,16181.85,0
2025-04-11 11:45:00,16181.85,16189.6,16174.45,16178.0,0
2025-04-11 12:00:00,16178.0,16207.15,16170.8,16206.15,0
2025-04-11 12:15:00,16206.15,16218.4,16197.25,16204.9,0
2025-04-11 12:30:00,16204.9,16206.8,16190.1,16199.9,0
