date,open,high,low,close,volume
2018-04-02 00:00:00,1000.0,1000.0,1000.0,1000.0,0
2018-04-03 00:00:00,1009.03,1009.03,1009.03,1009.03,0
2018-04-04 00:00:00,1005.66,1005.66,1005.66,1005.66,0
2018-04-05 00:00:00,1020.97,1020.97,1020.97,1020.97,0
2018-04-06 00:00:00,1022.47,1022.47,1022.47,1022.47,0
2018-04-09 00:00:00,1024.76,1024.76,1024.76,1024.76,0
2018-04-10 00:00:00,1019.36,1019.36,1019.36,1019.36,0
2018-04-11 00:00:00,1022.33,1022.33,1022.33,1022.33,0
2018-04-12 00:00:00,1021.65,1021.65,1021.65,1021.65,0
2018-04-13 00:00:00,1022.83,1022.83,1022.83,1022.83,0
2018-04-16 00:00:00,1027.13,1027.13,1027.13,1027.13,0
2018-04-17 00:00:00,1025.71,1025.71,1025.71,1025.71,0
2018-04-18 00:00:00,1021.34,1021.34,1021.34,1021.34,0
2018-04-19 00:00:00,1028.25,1028.25,1028.25,1028.25,0
2018-04-20 00:00:00,1031.92,1031.92,1031.92,1031.92,0
2018-04-23 00:00:00,1043.41,1043.41,1043.41,1043.41,0
2018-04-24 00:00:00,1043.09,1043.09,1043.09,1043.09,0
2018-04-25 00:00:00,1042.88,1042.88,1042.88,1042.88,0
2018-04-26 00:00:00,1046.1,1046.1,1046.1,1046.1,0
2018-04-27 00:00:00,1051.29,1051.29,1051.29,1051.29,0
2018-04-30 00:00:00,1052.76,1052.76,1052.76,1052.76,0
2018-05-02 00:00:00,1042.32,1042.32,1042.32,1042.32,0
2018-05-03 00:00:00,1036.6,1036.6,1036.6,1036.6,0
2018-05-04 00:00:00,1025.73,1025.73,1025.73,1025.73,0
2018-05-07 00:00:00,1032.34,1032.34,1032.34,1032.34,0
2018-05-08 00:00:00,1040.25,1040.25,1040.25,1040.25,0
2018-05-09 00:00:00,1037.03,1037.03,1037.03,1037.03,0
2018-05-10 00:00:00,1028.14,1028.14,1028.14,1028.14,0
2018-05-11 00:00:00,1027.35,1027.35,1027.35,1027.35,0
2018-05-14 00:00:00,1016.98,1016.98,1016.98,1016.98,0
2018-05-15 00:00:00,1006.62,1006.62,1006.62,1006.62,0
2018-05-16 00:00:00,1002.7,1002.7,1002.7,1002.7,0
2018-05-17 00:00:00,1005.47,1005.47,1005.47,1005.47,0
2018-05-18 00:00:00,989.02,989.02,989.02,989.02,0
